category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
4,Salzburg,(43) (662) 881776,Sheraton Salzburg Hotel,Austria,,Auerspergstrasse 4,sheraton,(43) (662) 889990,,5020,"47.8069061,13.0408092",2010-09-22T12:16:24,"[u'e', u'e0', u'e04', u'e04b', u'e04bb', u'e04bba', u'e04bbab', u'e04bbab6', u'e04bbab6a', u'e04bbab6aa', u'e04bbab6aa2', u'e04bbab6aa29', u'e04bbab6aa29d']",http://www.starwoodhotels.com/pub/media/327/she327ex.65705_tn.jpg,327
6,Firenze,(39)(055) 217400,"Grand Hotel, Florence",Italy,,Piazza Ognissanti 1,luxury,(39)(055) 27161,,50123,"43.7722646,11.2452671",2010-09-24T06:27:18,"[u'c', u'ca', u'cab', u'cabd', u'cabd7', u'cabd75', u'cabd755', u'cabd7555', u'cabd7555a', u'cabd7555ae', u'cabd7555aea', u'cabd7555aead', u'cabd7555aeadb']",http://www.starwoodhotels.com/pub/media/45/lux45lo.11165_tn.jpg,45
4,Shanghai,(86)(21) 6275 5420,Sheraton Shanghai Hongqiao Hotel,China,,No. 5 Zun Yi Nan Road,sheraton,(86)(21) 6275 8888,Shanghai,200336,"31.2044,121.40641",2010-09-23T12:17:46,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b43', u'd9b439', u'd9b4391', u'd9b43913', u'd9b439131', u'd9b4391319', u'd9b4391319f', u'd9b4391319f0', u'd9b4391319f0f']",http://www.starwoodhotels.com/pub/media/1056/she1056gr.58651_tn.jpg,1056
3,Falls Church,(703) 847-9520,The Westin Tysons Corner,United States,,7801 Leesburg Pike,westin,(703) 893-1340,Virginia,22043,"38.902918,-77.0285509",2010-09-22T12:24:24,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6b2', u'9a6b27', u'9a6b276', u'9a6b2761', u'9a6b27611', u'9a6b276116', u'9a6b276116a', u'9a6b276116a9', u'9a6b276116a9b']",http://www.starwoodhotels.com/pub/media/1750/wes1750ex.64710_tn.jpg,1750
4,Miyazaki,(81)(985) 21 1144,Sheraton Grande Ocean Resort,Japan,,"Hamayama, Yamasaki-cho",sheraton,(81)(985) 21 1133,Miyazaki,880-8545,"31.950867,131.470031",2010-09-23T13:01:57,"[u'd', u'd9', u'd9f', u'd9f3', u'd9f33', u'd9f33f', u'd9f33f5', u'd9f33f51', u'd9f33f51b', u'd9f33f51be', u'd9f33f51be2', u'd9f33f51be25', u'd9f33f51be25c']",http://www.starwoodhotels.com/pub/media/1422/she1422ex.59359_tn.jpg,1422
2,Cleveland,(216) 265-3177,Sheraton Cleveland Airport Hotel,United States,,5300 Riverside Drive,sheraton,(216) 267-1500,Ohio,44135,"41.4112465,-81.833574",2010-09-22T12:28:26,"[u'9', u'9a', u'9a9', u'9a99', u'9a99f', u'9a99f8', u'9a99f87', u'9a99f876', u'9a99f8766', u'9a99f87666', u'9a99f87666b', u'9a99f87666bf', u'9a99f87666bfa']",http://www.starwoodhotels.com/pub/media/205/she205ex.40383_tn.jpg,205
2,Dornbirn,(43)(5572) 388830,Four Points by Sheraton Panoramahaus Dornbirn,Austria,,Messe Strasse 1,fourpoints,(43)(5572) 38880,,A-6850,"47.4121683,9.7136167",2010-09-22T04:51:06,"[u'e', u'e0', u'e01', u'e01e', u'e01e7', u'e01e7c', u'e01e7ce', u'e01e7ce8', u'e01e7ce81', u'e01e7ce81a', u'e01e7ce81af', u'e01e7ce81afd', u'e01e7ce81afd3']",http://www.starwoodhotels.com/pub/media/1584/fpt1584ex.33623_tn.jpg,1584
4,Albufeira,(351)(289) 501950,"Sheraton Algarve Hotel, Albufeira",Portugal,,"Praia da Falesia, Apartado P.O. Box 644",luxury,(351)(289) 500100,,8200,"37.0889909,-8.2522825",2010-09-24T04:10:59,"[u'9', u'9f', u'9f6', u'9f64', u'9f648', u'9f648e', u'9f648ea', u'9f648eab', u'9f648eabc', u'9f648eabcf', u'9f648eabcf1', u'9f648eabcf15', u'9f648eabcf15d']",http://www.starwoodhotels.com/pub/media/199/lux199ex.47746_tn.jpg,199
5,Dubai,(971)(4) 2213468,Sheraton Dubai Creek Hotel & Towers,United Arab Emirates,P.O. Box 4250,Baniyas Street/Creek Road,sheraton,(971)(4) 2281111,,,"25.25,55.3",2010-09-23T05:02:47,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1fb', u'cc1fb9', u'cc1fb98', u'cc1fb987', u'cc1fb9870', u'cc1fb9870a', u'cc1fb9870af', u'cc1fb9870afc', u'cc1fb9870afcd']",http://www.starwoodhotels.com/pub/media/408/she408ex.49039_tn.jpg,408
2,Xian,(86)(29) 8426 2188,Sheraton Xian Hotel,China,,No. 262 Feng Hao East Rd,sheraton,(86)(29) 8426 1888,Shaanxi,710077,"34.3054529,108.6851963",2010-09-23T21:00:37,"[u'd', u'da', u'da5', u'da51', u'da51b', u'da51b0', u'da51b0c', u'da51b0c9', u'da51b0c94', u'da51b0c94a', u'da51b0c94ac', u'da51b0c94acb', u'da51b0c94acbb']",http://www.starwoodhotels.com/pub/media/475/ap475ex2_tn.jpg,475
5,Dubai,(00971)(4) 3230343,"Four Points by Sheraton Sheikh Zayed Road, Dubai",United Arab Emirates,P.O. Box 116162,Sheikh Zayed Road,fourpoints,(00971)(4) 3230333,,,"25.1270151,55.2071978",2010-09-23T04:42:44,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1f9', u'cc1f9a', u'cc1f9aa', u'cc1f9aa4', u'cc1f9aa42', u'cc1f9aa42e', u'cc1f9aa42e6', u'cc1f9aa42e6b', u'cc1f9aa42e6bd']",http://www.starwoodhotels.com/pub/media/3094/fpt3094ex.59945_tn.jpg,3094
2,Geelong,(61)(3) 5223 3417,Four Points by Sheraton Geelong,Australia,,10-14 Eastern Beach Road,fourpoints,(61)(3) 5223 1377,Victoria,3220,"-38.145004,144.363622",2010-09-22T13:25:12,"[u'7', u'74', u'749', u'7496', u'7496c', u'7496ce', u'7496cee', u'7496ceea', u'7496ceeae', u'7496ceeae3', u'7496ceeae34', u'7496ceeae34a', u'7496ceeae34ab']",http://www.starwoodhotels.com/pub/media/1302/fpt1302re.69939_tn.jpg,1302
4,Dallas,(972) 851-2869,The Westin Galleria Dallas,United States,,13340 Dallas Parkway,westin,(972) 934-9494,Texas,75240,"32.929999,-96.820424",2010-09-23T15:35:10,"[u'8', u'8d', u'8de', u'8ded', u'8deda', u'8deda6', u'8deda63', u'8deda636', u'8deda6363', u'8deda6363e', u'8deda6363e0', u'8deda6363e09', u'8deda6363e092']",http://www.starwoodhotels.com/pub/media/1052/wes1052lo.75798_tn.jpg,1052
3,Tirana,(355)(4) 2274711,Sheraton Tirana Hotel,Albania,,Sheshi Italia,sheraton,(355)(4) 2274707,,,"41.33,19.82",2010-09-22T12:32:26,"[u'c', u'ca', u'cad', u'cadc', u'cadca', u'cadca1', u'cadca16', u'cadca16a', u'cadca16aa', u'cadca16aa1', u'cadca16aa1d', u'cadca16aa1de', u'cadca16aa1de5']",http://www.starwoodhotels.com/pub/media/1439/she1439ex.55124_tn.jpg,1439
4,Kyoto,(81)(75) 751-2490,"The Westin Miyako, Kyoto",Japan,,"Sanjo, Keage, Higashiyama-ku",westin,(81)(75) 771-7111,Kyoto,605-0052,"35.0080367,135.7893359",2010-09-23T21:36:44,"[u'd', u'de', u'de0', u'de02', u'de02e', u'de02e0', u'de02e0d', u'de02e0dd', u'de02e0dd4', u'de02e0dd45', u'de02e0dd458', u'de02e0dd4583', u'de02e0dd4583c']",http://www.starwoodhotels.com/pub/media/1427/ap1427ex2_tn.jpg,1427
3,Hyderabad,(91)(40) 6767 76 76,The Westin Hyderabad Mindspace,India,Madhapur,Mindspace IT Park,westin,(91)(40) 6767 67 67,Andhra Pradesh,,"17.385044,78.486671",2010-09-22T21:51:18,"[u'c', u'c7', u'c79', u'c795', u'c795d', u'c795db', u'c795db8', u'c795db82', u'c795db828', u'c795db828a', u'c795db828a5', u'c795db828a5f', u'c795db828a5fd']",http://www.starwoodhotels.com/pub/media/3219/wes3219ex.87634_tn.jpg,3219
4,Sebring,(863) 655-6303,"Four Points by Sheraton Sebring, Château Élan",United States,,150 Midway Drive,fourpoints,(863) 655-7200,Florida,33870,"27.451604,-81.358744",2010-09-23T07:16:07,"[u'9', u'98', u'983', u'983e', u'983e0', u'983e04', u'983e049', u'983e0499', u'983e0499a', u'983e0499a3', u'983e0499a31', u'983e0499a31d', u'983e0499a31de']",http://www.starwoodhotels.com/pub/media/1731/na1731ex1_tn.jpg,1731
2,Lattakia,(963) (41) 428732,Le Méridien Lattakia,Syria,,PO Box 473,lemeridien,(963) (41) 428736,,,"35.52145,35.7924",2010-09-24T01:18:17,"[u'c', u'cb', u'cb4', u'cb49', u'cb499', u'cb4995', u'cb49952', u'cb499525', u'cb499525f', u'cb499525fa', u'cb499525fa7', u'cb499525fa7e', u'cb499525fa7e4']",http://www.starwoodhotels.com/pub/media/1892/mer1892wn.48130_tn.jpg,1892
3,Puerto Vallarta,(52)(322) 222 0500,Sheraton Buganvilias Resort and Convention Center,Mexico,,Boulevard Medina Ascencio 999,sheraton,(52)(322) 226 0404,Jalisco,48330,"20.6259348,-105.2298211",2010-09-23T00:23:54,"[u'8', u'87', u'87b', u'87b3', u'87b32', u'87b326', u'87b3266', u'87b32667', u'87b326679', u'87b326679d', u'87b326679df', u'87b326679df4', u'87b326679df47']",http://www.starwoodhotels.com/pub/media/843/she843ex.90081_tn.jpg,843
4,Denver,(303) 572-7288,"The Westin Tabor Center, Denver",United States,,1672 Lawrence Street,westin,(303) 572-9100,Colorado,80202,"39.589485,-104.879862",2010-09-22T12:36:27,"[u'8', u'8f', u'8f9', u'8f91', u'8f913', u'8f9134', u'8f9134e', u'8f9134ed', u'8f9134ed0', u'8f9134ed07', u'8f9134ed073', u'8f9134ed073a', u'8f9134ed073a2']",http://www.starwoodhotels.com/pub/media/1012/wes1012po.75818_tn.jpg,1012
2,Beijing,(86)(10) 8889 8899,"Four Points by Sheraton Beijing, Haidian",China,Haidian District,"Tower 1, 25 Yuanda Road",fourpoints,(86)(10) 8889 8888,Beijing,100097,"39.9584,116.2808",2010-09-22T12:48:27,"[u'd', u'db', u'db8', u'db84', u'db84e', u'db84e7', u'db84e72', u'db84e720', u'db84e7203', u'db84e72038', u'db84e720389', u'db84e7203894', u'db84e7203894a']",http://www.starwoodhotels.com/pub/media/3017/fpt3017ex.76077_tn.jpg,3017
3,St. Louis,(314) 863-8513,Sheraton Clayton Plaza Hotel St. Louis,United States,,7730 Bonhomme Avenue,sheraton,(314) 863-0400,Missouri,63105,"38.647064,-90.336234",2010-09-24T04:47:05,"[u'8', u'8f', u'8f7', u'8f7d', u'8f7df', u'8f7dfa', u'8f7dfa2', u'8f7dfa2c', u'8f7dfa2cf', u'8f7dfa2cfa', u'8f7dfa2cfa6', u'8f7dfa2cfa6e', u'8f7dfa2cfa6e3']",http://www.starwoodhotels.com/pub/media/1233/she1233ex.68220_tn.jpg,1233
2,Pleasanton,(925) 847-9455,Four Points by Sheraton Pleasanton,United States,,5115 Hopyard Road,fourpoints,(925) 460-8800,California,94588,"37.69653,-121.903342",2010-09-22T12:53:05,"[u'8', u'8e', u'8e6', u'8e63', u'8e639', u'8e6393', u'8e6393a', u'8e6393a0', u'8e6393a0a', u'8e6393a0ac', u'8e6393a0ac5', u'8e6393a0ac5a', u'8e6393a0ac5a6']",http://www.starwoodhotels.com/pub/media/712/fpt712lo.51695_tn.jpg,712
2,Bolzano-Bozen,(39)(0471) 1950999,Four Points by Sheraton Bolzano,Italy,,"Via Bruno Buozzi, 35",fourpoints,(39)(0471) 1950000,,39100,"46.4718711,11.324624",2010-09-22T12:57:08,"[u'e', u'e0', u'e04', u'e048', u'e0480', u'e04802', u'e048027', u'e048027b', u'e048027be', u'e048027be9', u'e048027be93', u'e048027be931', u'e048027be9316']",http://www.starwoodhotels.com/pub/media/1462/fpt1462ex.69894_tn.jpg,1462
2,San Salvador,(503) 2283 4040,Sheraton Presidente San Salvador Hotel,El Salvador,Col. San Benito,Ave. La Revolucion,sheraton,(503) 2283 4000,,,"13.6925106,-89.2419843",2010-09-22T21:15:10,"[u'9', u'92', u'920', u'920a', u'920a6', u'920a6a', u'920a6ac', u'920a6ac3', u'920a6ac37', u'920a6ac375', u'920a6ac375d', u'920a6ac375dc', u'920a6ac375dc2']",http://www.starwoodhotels.com/pub/media/1597/she1597ex.45080_tn.jpg,1597
4,Philadelphia,(215) 238-6652,Sheraton Society Hill Hotel,United States,(2nd and Walnut Streets),One Dock Street,sheraton,(215) 238-6000,Pennsylvania,19106,"39.946297,-75.144188",2010-09-22T13:01:08,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e3', u'9ac4e30', u'9ac4e300', u'9ac4e3001', u'9ac4e30014', u'9ac4e300144', u'9ac4e3001445', u'9ac4e30014458']",http://www.starwoodhotels.com/pub/media/166/she166ex.71044_tn.jpg,166
4,Mexico City,(52)(55) 5258 8501,"Sheraton Suites Santa Fe, Mexico City",Mexico,,Guillermo Gonzalez Camarena St #200,sheraton,(52)(55) 5258 8500,Federal District ,01210,"19.3665569,-99.2638312",2010-09-22T23:39:44,"[u'8', u'87', u'87c', u'87cb', u'87cb9', u'87cb94', u'87cb94c', u'87cb94cb', u'87cb94cb4', u'87cb94cb49', u'87cb94cb492', u'87cb94cb4926', u'87cb94cb4926a']",http://www.starwoodhotels.com/pub/media/238/she238ex.63617_tn.jpg,238
3,Syracuse,(315) 475-3311,Sheraton Syracuse University Hotel & Conference Center,United States,,801 University Avenue,sheraton,(315) 475-3000,New York,13210,"43.040995,-76.134439",2010-09-22T13:05:09,"[u'9', u'9a', u'9ae', u'9ae3', u'9ae35', u'9ae35b', u'9ae35b7', u'9ae35b78', u'9ae35b788', u'9ae35b788e', u'9ae35b788eb', u'9ae35b788ebb', u'9ae35b788ebb7']",http://www.starwoodhotels.com/pub/media/813/she813ex.51263_tn.jpg,813
3,Frazer,(610) 524-1808,Sheraton Great Valley Hotel,United States,,707 East Lancaster Avenue,sheraton,(610) 524-5500,Pennsylvania,19355,"40.03371,-75.580932",2010-09-22T13:09:10,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4b', u'9ac4b8', u'9ac4b8a', u'9ac4b8aa', u'9ac4b8aaf', u'9ac4b8aaf6', u'9ac4b8aaf66', u'9ac4b8aaf661', u'9ac4b8aaf6611']",http://www.starwoodhotels.com/pub/media/867/she867ex.24910_tn.jpg,867
4,Hanoi,(84)(4) 3719 9001,Sheraton Hanoi Hotel,Vietnam,Tay Ho District,"K5 Nghi Tam, 11 Xuan Dieu Road",sheraton,(84)(4) 3719 9000,,,"21.068564,105.8172881",2010-09-23T00:48:00,"[u'd', u'd2', u'd2e', u'd2e7', u'd2e7a', u'd2e7af', u'd2e7af7', u'd2e7af7d', u'd2e7af7db', u'd2e7af7db7', u'd2e7af7db72', u'd2e7af7db725', u'd2e7af7db7252']",http://www.starwoodhotels.com/pub/media/1484/she1484ex.75375_tn.jpg,1484
4,Wheeling,(847) 777-6510,The Westin Chicago North Shore,United States,,601 N. Milwaukee Avenue,westin,(847) 777-6500,Illinois,60090,"42.150583,-87.911632",2010-09-22T13:13:11,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8bb', u'9a8bbf', u'9a8bbf5', u'9a8bbf58', u'9a8bbf588', u'9a8bbf5884', u'9a8bbf5884f', u'9a8bbf5884fb', u'9a8bbf5884fb0']",http://www.starwoodhotels.com/pub/media/1724/wes1724ex.39235_tn.jpg,1724
3,Aleppo,(963)(21) 212 1136,Sheraton Aleppo Hotel,Syria,P.O. Box 13964,Al Khandaq Street,sheraton,(963)(21) 212 1111,,,"36.215549,37.159279",2010-09-24T03:18:55,"[u'c', u'cb', u'cb4', u'cb4e', u'cb4e9', u'cb4e94', u'cb4e945', u'cb4e9452', u'cb4e9452c', u'cb4e9452cc', u'cb4e9452cca', u'cb4e9452cca7', u'cb4e9452cca7f']",http://www.starwoodhotels.com/pub/media/1345/she1345ex.49316_tn.jpg,1345
6,Moscow,(7)(495) 9319704,"Sheraton Palace Hotel, Moscow",Russia,,1st Tverskaya Yamskaya Street 19,sheraton,(7)(495) 9319700,,125047,"55.7738441,37.590441",2010-09-22T13:17:12,"[u'e', u'e1', u'e1e', u'e1ee', u'e1ee6', u'e1ee67', u'e1ee674', u'e1ee674d', u'e1ee674d8', u'e1ee674d8c', u'e1ee674d8c0', u'e1ee674d8c0b', u'e1ee674d8c0b4']",http://www.starwoodhotels.com/pub/media/137/she137ex.8362_tn.jpg,137
4,Montreal,(514) 380-3465,Le Westin Montreal,Canada,,270 Saint-Antoine Ouest,westin,(514) 380-3333,Quebec,H2Y 0A3,"45.5032465,-73.5603154",2010-09-22T16:21:55,"[u'b', u'b0', u'b04', u'b045', u'b045c', u'b045cf', u'b045cf2', u'b045cf2a', u'b045cf2a5', u'b045cf2a5a', u'b045cf2a5a8', u'b045cf2a5a82', u'b045cf2a5a82f']",http://www.starwoodhotels.com/pub/media/3313/wes3313ex.77946_tn.jpg,3313
2,Medellin,(57) (4) 321-6806,Four Points by Sheraton Medellin,Colombia,,Carrera 43 C #6 Sur 100,fourpoints,(57) (4) 321-8088,,,"6.2531498,-75.5595336",2010-09-22T15:37:37,"[u'9', u'90', u'90c', u'90c4', u'90c4b', u'90c4b8', u'90c4b83', u'90c4b830', u'90c4b830d', u'90c4b830da', u'90c4b830da5', u'90c4b830da5e', u'90c4b830da5ee']",http://www.starwoodhotels.com/pub/media/736/fpt736ex.80938_tn.jpg,736
3,Shanghai,(86)(21) 5039 5699,"Four Points by Sheraton Shanghai, Pudong",China,,2111 Pudong Nan Road,fourpoints,(86)(21) 5039 9999,Shanghai,200127,"31.1317021,121.4887359",2010-09-22T13:49:19,"[u'd', u'd9', u'd9b', u'd9b4', u'd9b43', u'd9b434', u'd9b4343', u'd9b43438', u'd9b434389', u'd9b434389b', u'd9b434389b6', u'd9b434389b61', u'd9b434389b61b']",http://www.starwoodhotels.com/pub/media/1716/fpt1716gr.35150_tn.jpg,1716
4,Tel Aviv,(972)(3) 5233322,Sheraton Tel Aviv Hotel and Towers,Israel,,115 Hayarkon Street,sheraton,(972)(3) 5211111,,63573,"32.081406,34.768376",2010-09-23T03:46:38,"[u'c', u'c9', u'c9e', u'c9e2', u'c9e2c', u'c9e2cd', u'c9e2cd4', u'c9e2cd41', u'c9e2cd413', u'c9e2cd413e', u'c9e2cd413e8', u'c9e2cd413e8f', u'c9e2cd413e8ff']",http://www.starwoodhotels.com/pub/media/326/she326re.69057_tn.jpg,326
3,Montreal,(514) 933 7102,Le Méridien Versailles,Canada,,1808 Sherbrooke Street West,lemeridien,(514) 933 8111,Quebec,H3H 1E5,"45.4955117,-73.5826582",2010-09-22T14:53:28,"[u'b', u'b0', u'b04', u'b045', u'b045c', u'b045ce', u'b045ce7', u'b045ce70', u'b045ce706', u'b045ce706c', u'b045ce706cd', u'b045ce706cd7', u'b045ce706cd74']",http://www.starwoodhotels.com/pub/media/1913/mer1913lo.79017_tn.jpg,1913
4,Orlando,(407) 239-3111,"Sheraton Vistana Resort Villas, Lake BuenaVista/Orlando",United States,,8800 Vistana Centre Drive,sheraton,(407) 239-3100,Florida,32821,"28.3680335,-81.5049588",2010-09-22T12:20:24,"[u'9', u'98', u'989', u'9894', u'98942', u'989422', u'989422c', u'989422c4', u'989422c43', u'989422c43f', u'989422c43fe', u'989422c43fe1', u'989422c43fe16']",http://www.starwoodhotels.com/pub/media/5608/svo5608po.41277_tn.jpg,5608
5,Honolulu,(808) 924-4799,"Moana Surfrider, A Westin Resort & Spa, Waikiki Beach",United States,,2365 Kalakaua Avenue,westin,(808) 922-3111,Hawaii,96815,"21.276738,-157.827358",2010-09-22T12:44:27,"[u'8', u'82', u'82f', u'82fd', u'82fd7', u'82fd70', u'82fd701', u'82fd7018', u'82fd70189', u'82fd701896', u'82fd701896e', u'82fd701896ea', u'82fd701896ea8']",http://www.starwoodhotels.com/pub/media/374/wes374ex.22674_tn.jpg,374
4,Tumon,(671) 647-0919,"The Westin Resort, Guam",United States,,105 Gun Beach Road,westin,(671) 647-1020,Guam,96913,"13.51748,144.80682",2010-09-23T04:06:39,"[u'd', u'd6', u'd61', u'd61e', u'd61e5', u'd61e5f', u'd61e5fc', u'd61e5fc3', u'd61e5fc39', u'd61e5fc392', u'd61e5fc3921', u'd61e5fc39214', u'd61e5fc392147']",http://www.starwoodhotels.com/pub/media/1057/wes1057ex.57593_tn.jpg,1057
4,Dhaka,(880)(2) 9896661,The Westin Dhaka,Bangladesh,"Plot-01, Road 45, Gulshan-2",Main Gulshan Avenue,westin,(880)(2) 9891988,,1212,"23.711476,90.39777",2010-09-23T03:30:37,"[u'd', u'd8', u'd80', u'd802', u'd8029', u'd8029a', u'd8029ac', u'd8029ac2', u'd8029ac21', u'd8029ac216', u'd8029ac2166', u'd8029ac21663', u'd8029ac216639']",http://www.starwoodhotels.com/pub/media/1394/wes1394ex.54666_tn.jpg,1394
6,Lagos,(234)(1) 2802280,Sheraton Lagos Hotel,Nigeria,"P.O. Box 21189 Airport Road, Ikeja",30 Mobolaji Bank Anthony Way,sheraton,(234)(1) 2800100-300,Lagos,,"6.5838145,3.3584335",2010-09-22T22:35:29,"[u'c', u'c0', u'c08', u'c086', u'c0863', u'c08636', u'c08636a', u'c08636a7', u'c08636a71', u'c08636a716', u'c08636a7162', u'c08636a7162e', u'c08636a7162eb']",http://www.starwoodhotels.com/pub/media/445/she445ex.74048_tn.jpg,445
5,Dallas,(214) 261-4575,"The Joule, Dallas",United States,,1530 Main Street,luxury,(214) 748-1300,Texas,75201,"32.780571,-96.798394",2010-09-22T22:51:33,"[u'8', u'8d', u'8de', u'8ded', u'8ded8', u'8ded86', u'8ded86e', u'8ded86ee', u'8ded86ee1', u'8ded86ee14', u'8ded86ee148', u'8ded86ee148d', u'8ded86ee148dd']",http://www.starwoodhotels.com/pub/media/3321/lux3321ex.66157_tn.jpg,3321
4,Nice,(33)(4) 93445040,Four Points by Sheraton Elysee Palace,France,BP 1291,"59, Promenade des Anglais",fourpoints,(33)(4) 93979090,,06005,"43.6931462,7.2529818",2010-09-22T22:43:31,"[u'c', u'ca', u'cab', u'cab9', u'cab90', u'cab90c', u'cab90c6', u'cab90c60', u'cab90c601', u'cab90c601b', u'cab90c601b5', u'cab90c601b51', u'cab90c601b513']",http://www.starwoodhotels.com/pub/media/1363/fpt1363ex.40252_tn.jpg,1363
6,Monte Carlo,(377) 93 15 79 46,Le Méridien Beach Plaza,Monaco,,22 Avenue Princesse Grace,lemeridien,(377)(93) 30 98 80,,98000,"43.7417451,7.430199",2010-09-22T22:55:33,"[u'c', u'ca', u'cab', u'cab9', u'cab91', u'cab91a', u'cab91a6', u'cab91a62', u'cab91a62e', u'cab91a62ec', u'cab91a62ec0', u'cab91a62ec08', u'cab91a62ec081']",http://www.starwoodhotels.com/pub/media/1921/mer1921ex.59160_tn.jpg,1921
5,Bhamdoun,(961)(5) 260310,Four Points by Sheraton Bhamdoun,Lebanon,P.O. Box 244 Aley,Main Square-Bhamdoun Al Mhatta,fourpoints,(961)(5) 260300,,,"33.807019,35.66182",2010-09-23T03:34:37,"[u'c', u'cb', u'cb4', u'cb41', u'cb411', u'cb4113', u'cb41137', u'cb411370', u'cb411370a', u'cb411370a0', u'cb411370a04', u'cb411370a049', u'cb411370a0499']",http://www.starwoodhotels.com/pub/media/fpt/fptgr.53603_tn.jpg,1320
5,Maui,(808) 667-3201,The Westin Ka'anapali Ocean Resort Villas,United States,Lahaina,6 Kai Ala Drive,westin,(808) 667-3200,Hawaii,96761,"20.937563,-156.690831",2010-09-22T23:15:36,"[u'8', u'83', u'83a', u'83a2', u'83a2e', u'83a2e1', u'83a2e12', u'83a2e12f', u'83a2e12f1', u'83a2e12f18', u'83a2e12f185', u'83a2e12f185c', u'83a2e12f185c2']",http://www.starwoodhotels.com/pub/media/5647/svo5647ex.85047_tn.jpg,1406
7,Porto Cervo,(39)(0789) 931613,"Cervo Hotel, Costa Smeralda Resort",Italy,,Costa Smeralda,sheraton,(39)(0789) 931111,,07020,"40.6221967,9.3229213",2010-09-23T12:57:57,"[u'c', u'ca', u'ca9', u'ca96', u'ca96e', u'ca96e4', u'ca96e42', u'ca96e429', u'ca96e4290', u'ca96e42906', u'ca96e429067', u'ca96e429067f', u'ca96e429067f4']",http://www.starwoodhotels.com/pub/media/64/she64ex.41696_tn.jpg,64
4,Lake Buena Vista,(407) 934-4099,Walt Disney World Dolphin,United States,,1500 Epcot Resort Boulevard,sheraton,(407) 934-4000,Florida,32830,"28.4132865,-81.3385663",2010-09-23T12:21:47,"[u'9', u'98', u'989', u'9894', u'98942', u'98942c', u'98942cc', u'98942cc0', u'98942cc0f', u'98942cc0fa', u'98942cc0fa3', u'98942cc0fa38', u'98942cc0fa380']",http://www.starwoodhotels.com/pub/media/468/na468ex2_tn.jpg,468
3,Itasca,(630) 773-4088,The Westin Chicago Northwest,United States,,400 Park Blvd.,westin,(630) 773-4000,Illinois,60143,"41.986769,-88.019926",2010-09-23T11:08:54,"[u'9', u'9a', u'9a8', u'9a8b', u'9a8b9', u'9a8b9e', u'9a8b9e6', u'9a8b9e68', u'9a8b9e68b', u'9a8b9e68bd', u'9a8b9e68bd9', u'9a8b9e68bd9c', u'9a8b9e68bd9c8']",http://www.starwoodhotels.com/pub/media/1760/wes1760ex.37218_tn.jpg,1760
7,Bora Bora,(689) 607856,The St. Regis Bora Bora Resort,French Polynesia,,Motu Ome'e BP 506,stregis,(689) 607898,,98730,"-16.45527,-151.72806",2010-09-24T15:34:48,"[u'2', u'29', u'299', u'2990', u'29908', u'299083', u'299083c', u'299083c4', u'299083c4e', u'299083c4e7', u'299083c4e75', u'299083c4e757', u'299083c4e757d']",https://www.starwoodhotels.com/pub/media/1743/str1743ex.32629_tn.jpg,1743
4,Turin,(39)(011) 664 2001,Le Méridien Turin Art+Tech,Italy,,Via Nizza 230,lemeridien,(39)(011) 664 2000,,10126,"45.034212,7.6679513",2010-09-24T18:04:29,"[u'e', u'e0', u'e01', u'e011', u'e0111', u'e01115', u'e01115a', u'e01115a5', u'e01115a57', u'e01115a57e', u'e01115a57e6', u'e01115a57e60', u'e01115a57e60b']",https://www.starwoodhotels.com/pub/media/1873/eu1873re2_tn.jpg,1873
5,Milan,(39)(02) 20582058,"Sheraton Diana Majestic, Milan",Italy,,"Viale Piave, 42",sheraton,(39)(02) 20581,,20129,"45.4738699,9.206573",2010-09-24T17:04:21,"[u'e', u'e0', u'e01', u'e014', u'e014c', u'e014c8', u'e014c8f', u'e014c8f0', u'e014c8f08', u'e014c8f080', u'e014c8f0802', u'e014c8f0802b', u'e014c8f0802bb']",https://www.starwoodhotels.com/pub/media/53/she53ex.64702_tn.jpg,53
